,mjd,rv_0,rv_err_0,rv_1,rv_err_1,rv_2,rv_err_2,rv_3,rv_err_3,rv_4,rv_err_4,rv_5,rv_err_5,rv_6,rv_err_6,rv_7,rv_err_7,rv_8,rv_err_8,rv_9,rv_err_9,rv_10,rv_err_10,rv_11,rv_err_11,rv_12,rv_err_12,rv_13,rv_err_13,rv_14,rv_err_14,rv_15,rv_err_15,rv_16,rv_err_16,rv_17,rv_err_17,rv_18,rv_err_18,rv_19,rv_err_19,rv_20,rv_err_20,rv_21,rv_err_21,rv_22,rv_err_22,rv_23,rv_err_23,rv_24,rv_err_24,rv_25,rv_err_25,rv_26,rv_err_26,rv_27,rv_err_27,rv_28,rv_err_28,rv_29,rv_err_29,rv_30,rv_err_30,rv_31,rv_err_31
0,59332.18979662097,3.443788727472196,0.811802182222566,3.443788727472196,0.811802182222566,3.0236979730581766,0.7913757994343135,3.0236979730581766,0.7913757994343135,3.443788727472196,0.811802182222566,3.443788727472196,0.811802182222566,3.0236979730581766,0.7913757994343135,3.0236979730581766,0.7913757994343135,1.305893506062148,0.8195609199704587,1.305893506062148,0.8195609199704587,1.3125780498305915,0.7996991669397615,1.3125780498305915,0.7996991669397615,1.305893506062148,0.8195609199704587,1.305893506062148,0.8195609199704587,1.3125780498305915,0.7996991669397615,1.3125780498305915,0.7996991669397615,3.6242595549231567,0.7986328510333456,3.6242595549231567,0.7986328510333456,3.4817600195428327,0.7763685288358995,3.4817600195428327,0.7763685288358995,3.6242595549231567,0.7986328510333456,3.6242595549231567,0.7986328510333456,3.4817600195428327,0.7763685288358995,3.4817600195428327,0.7763685288358995,2.2014211738967333,0.7489613814992672,2.2014211738967333,0.7489613814992672,1.8875632420861166,0.7271198210473666,1.8875632420861166,0.7271198210473666,2.2014211738967333,0.7489613814992672,2.2014211738967333,0.7489613814992672,1.8875632420861166,0.7271198210473666,1.8875632420861166,0.7271198210473666
1,59332.1973869507,2.7851165389092785,0.8099318788075301,2.7851165389092785,0.8099318788075301,2.36592801608478,0.7894165127807649,2.36592801608478,0.7894165127807649,2.7851165389092785,0.8099318788075301,2.7851165389092785,0.8099318788075301,2.36592801608478,0.7894165127807649,2.36592801608478,0.7894165127807649,2.2511195246846967,0.8190100850724995,2.2511195246846967,0.8190100850724995,2.36530458586671,0.799068721532352,2.36530458586671,0.799068721532352,2.2511195246846967,0.8190100850724995,2.2511195246846967,0.8190100850724995,2.36530458586671,0.799068721532352,2.36530458586671,0.799068721532352,3.0313729501649505,0.7944328331053135,3.0313729501649505,0.7944328331053135,2.8919818149912544,0.7723664011707803,2.8919818149912544,0.7723664011707803,3.0313729501649505,0.7944328331053135,3.0313729501649505,0.7944328331053135,2.8919818149912544,0.7723664011707803,2.8919818149912544,0.7723664011707803,1.987423196131033,0.7466849769334987,1.987423196131033,0.7466849769334987,1.3828058277937885,0.7249615801973294,1.3828058277937885,0.7249615801973294,1.987423196131033,0.7466849769334987,1.987423196131033,0.7466849769334987,1.3828058277937885,0.7249615801973294,1.3828058277937885,0.7249615801973294
2,59332.20001099256,2.5235447031282945,0.8125014989222735,2.5235447031282945,0.8125014989222735,2.050556324001036,0.7919768811321718,2.050556324001036,0.7919768811321718,2.5235447031282945,0.8125014989222735,2.5235447031282945,0.8125014989222735,2.050556324001036,0.7919768811321718,2.050556324001036,0.7919768811321718,1.5343961119594098,0.8209414297474089,1.5343961119594098,0.8209414297474089,1.6436204781411448,0.80091017244429,1.6436204781411448,0.80091017244429,1.5343961119594098,0.8209414297474089,1.5343961119594098,0.8209414297474089,1.6436204781411448,0.80091017244429,1.6436204781411448,0.80091017244429,1.96221921878751,0.7959945128993746,1.96221921878751,0.7959945128993746,1.780810286225062,0.7739636149154694,1.780810286225062,0.7739636149154694,1.96221921878751,0.7959945128993746,1.96221921878751,0.7959945128993746,1.780810286225062,0.7739636149154694,1.780810286225062,0.7739636149154694,1.3149574626520746,0.7487467333980506,1.3149574626520746,0.7487467333980506,0.5919816314658135,0.726992743390741,0.5919816314658135,0.726992743390741,1.3149574626520746,0.7487467333980506,1.3149574626520746,0.7487467333980506,0.5919816314658135,0.726992743390741,0.5919816314658135,0.726992743390741
3,59334.23456564217,0.19869109856543332,0.8036288213950895,0.19869109856543332,0.8036288213950895,0.6810986012289959,0.7834428765372584,0.6810986012289959,0.7834428765372584,0.19869109856543332,0.8036288213950895,0.19869109856543332,0.8036288213950895,0.6810986012289959,0.7834428765372584,0.6810986012289959,0.7834428765372584,1.7687256713567763,0.8012223539943778,1.7687256713567763,0.8012223539943778,2.3691043748277423,0.7812399575689543,2.3691043748277423,0.7812399575689543,1.7687256713567763,0.8012223539943778,1.7687256713567763,0.8012223539943778,2.3691043748277423,0.7812399575689543,2.3691043748277423,0.7812399575689543,-1.1918354401644535,0.7633996579258575,-1.1918354401644535,0.7633996579258575,-1.1378059285853794,0.7427243674138867,-1.1378059285853794,0.7427243674138867,-1.1918354401644535,0.7633996579258575,-1.1918354401644535,0.7633996579258575,-1.1378059285853794,0.7427243674138867,-1.1378059285853794,0.7427243674138867,-2.712343059768642,0.7283843199195914,-2.712343059768642,0.7283843199195914,-3.0981183663107004,0.7072548776478147,-3.0981183663107004,0.7072548776478147,-2.712343059768642,0.7283843199195914,-2.712343059768642,0.7283843199195914,-3.0981183663107004,0.7072548776478147,-3.0981183663107004,0.7072548776478147
4,59334.23710295649,1.0910214822163482,0.80387433941565,1.0910214822163482,0.80387433941565,1.3850242210738486,0.7838041012585839,1.3850242210738486,0.7838041012585839,1.0910214822163482,0.80387433941565,1.0910214822163482,0.80387433941565,1.3850242210738486,0.7838041012585839,1.3850242210738486,0.7838041012585839,3.3381474451386453,0.7998289085036805,3.3381474451386453,0.7998289085036805,3.8418871144594107,0.7798538508737601,3.8418871144594107,0.7798538508737601,3.3381474451386453,0.7998289085036805,3.3381474451386453,0.7998289085036805,3.8418871144594107,0.7798538508737601,3.8418871144594107,0.7798538508737601,-0.1563166387706758,0.7616558851155609,-0.1563166387706758,0.7616558851155609,-0.3855933095477724,0.7410784026715203,-0.3855933095477724,0.7410784026715203,-0.1563166387706758,0.7616558851155609,-0.1563166387706758,0.7616558851155609,-0.3855933095477724,0.7410784026715203,-0.3855933095477724,0.7410784026715203,-1.838493770377596,0.7270846296395818,-1.838493770377596,0.7270846296395818,-2.6591986180011133,0.7059651207580337,-2.6591986180011133,0.7059651207580337,-1.838493770377596,0.7270846296395818,-1.838493770377596,0.7270846296395818,-2.6591986180011133,0.7059651207580337,-2.6591986180011133,0.7059651207580337
5,59334.23960011637,2.6809067679450607,0.8042400431825796,2.6809067679450607,0.8042400431825796,2.987489161534654,0.7841297174047012,2.987489161534654,0.7841297174047012,2.6809067679450607,0.8042400431825796,2.6809067679450607,0.8042400431825796,2.987489161534654,0.7841297174047012,2.987489161534654,0.7841297174047012,4.1657445106128534,0.7996543732785323,4.1657445106128534,0.7996543732785323,4.623751274831903,0.7796634723770632,4.623751274831903,0.7796634723770632,4.1657445106128534,0.7996543732785323,4.1657445106128534,0.7996543732785323,4.623751274831903,0.7796634723770632,4.623751274831903,0.7796634723770632,1.337238548836126,0.7610821235547374,1.337238548836126,0.7610821235547374,1.168262918629722,0.7405556355709517,1.168262918629722,0.7405556355709517,1.337238548836126,0.7610821235547374,1.337238548836126,0.7610821235547374,1.168262918629722,0.7405556355709517,1.168262918629722,0.7405556355709517,-0.7731610669366376,0.7270538201594741,-0.7731610669366376,0.7270538201594741,-1.3258411188203638,0.7058978485020259,-1.3258411188203638,0.7058978485020259,-0.7731610669366376,0.7270538201594741,-0.7731610669366376,0.7270538201594741,-1.3258411188203638,0.7058978485020259,-1.3258411188203638,0.7058978485020259
6,59335.32603469535,3.095315771584353,0.8387375122902403,3.095315771584353,0.8387375122902403,4.190198859062633,0.8167146286908274,4.190198859062633,0.8167146286908274,3.095315771584353,0.8387375122902403,3.095315771584353,0.8387375122902403,4.190198859062633,0.8167146286908274,4.190198859062633,0.8167146286908274,-3.3108232065709444,0.8199874095997038,-3.3108232065709444,0.8199874095997038,-3.564505341150465,0.7992172646900201,-3.564505341150465,0.7992172646900201,-3.3108232065709444,0.8199874095997038,-3.3108232065709444,0.8199874095997038,-3.564505341150465,0.7992172646900201,-3.564505341150465,0.7992172646900201,-5.6980079850656296,0.7792099103892958,-5.6980079850656296,0.7792099103892958,-5.740212594824698,0.7588207408970735,-5.740212594824698,0.7588207408970735,-5.6980079850656296,0.7792099103892958,-5.6980079850656296,0.7792099103892958,-5.740212594824698,0.7588207408970735,-5.740212594824698,0.7588207408970735,-1.5561029955976267,0.7672963946844372,-1.5561029955976267,0.7672963946844372,-1.3340900423745836,0.7445504537971926,-1.3340900423745836,0.7445504537971926,-1.5561029955976267,0.7672963946844372,-1.5561029955976267,0.7672963946844372,-1.3340900423745836,0.7445504537971926,-1.3340900423745836,0.7445504537971926
7,59335.33086804764,-0.026149058403007075,0.8352432720252334,-0.026149058403007075,0.8352432720252334,1.541991121308996,0.8139348694588533,1.541991121308996,0.8139348694588533,-0.026149058403007075,0.8352432720252334,-0.026149058403007075,0.8352432720252334,1.541991121308996,0.8139348694588533,1.541991121308996,0.8139348694588533,-1.851424387387823,0.8207607238865116,-1.851424387387823,0.8207607238865116,-2.4144579023816277,0.7993769706934308,-2.4144579023816277,0.7993769706934308,-1.851424387387823,0.8207607238865116,-1.851424387387823,0.8207607238865116,-2.4144579023816277,0.7993769706934308,-2.4144579023816277,0.7993769706934308,-0.2080236281244936,0.7795253226682082,-0.2080236281244936,0.7795253226682082,-0.7275040312739236,0.759131344272183,-0.7275040312739236,0.759131344272183,-0.2080236281244936,0.7795253226682082,-0.2080236281244936,0.7795253226682082,-0.7275040312739236,0.759131344272183,-0.7275040312739236,0.759131344272183,3.233086162955402,0.7654809252913424,3.233086162955402,0.7654809252913424,3.3829292435218576,0.7428271660499994,3.3829292435218576,0.7428271660499994,3.233086162955402,0.7654809252913424,3.233086162955402,0.7654809252913424,3.3829292435218576,0.7428271660499994,3.3829292435218576,0.7428271660499994
8,59335.33327239004,-0.026535252336032045,0.8390537633276691,-0.026535252336032045,0.8390537633276691,1.480052402636943,0.8177929806022255,1.480052402636943,0.8177929806022255,-0.026535252336032045,0.8390537633276691,-0.026535252336032045,0.8390537633276691,1.480052402636943,0.8177929806022255,1.480052402636943,0.8177929806022255,-0.13072640383470002,0.8197754540358699,-0.13072640383470002,0.8197754540358699,-0.7764386586109993,0.7985316797652633,-0.7764386586109993,0.7985316797652633,-0.13072640383470002,0.8197754540358699,-0.13072640383470002,0.8197754540358699,-0.7764386586109993,0.7985316797652633,-0.7764386586109993,0.7985316797652633,-0.851660704261036,0.7794846235655158,-0.851660704261036,0.7794846235655158,-1.1380141327435354,0.7591561643393903,-1.1380141327435354,0.7591561643393903,-0.851660704261036,0.7794846235655158,-0.851660704261036,0.7794846235655158,-1.1380141327435354,0.7591561643393903,-1.1380141327435354,0.7591561643393903,-0.2685121965967028,0.7698029797882835,-0.2685121965967028,0.7698029797882835,0.00353505561687939,0.7468498790892948,0.00353505561687939,0.7468498790892948,-0.2685121965967028,0.7698029797882835,-0.2685121965967028,0.7698029797882835,0.00353505561687939,0.7468498790892948,0.00353505561687939,0.7468498790892948
9,59336.17331545332,-0.016236807802613384,0.7975652340862398,-0.016236807802613384,0.7975652340862398,-0.6038826653125113,0.7780330196496248,-0.6038826653125113,0.7780330196496248,-0.016236807802613384,0.7975652340862398,-0.016236807802613384,0.7975652340862398,-0.6038826653125113,0.7780330196496248,-0.6038826653125113,0.7780330196496248,-2.4117144495178877,0.7925829896231046,-2.4117144495178877,0.7925829896231046,-2.7249012302787605,0.7735087037694358,-2.7249012302787605,0.7735087037694358,-2.4117144495178877,0.7925829896231046,-2.4117144495178877,0.7925829896231046,-2.7249012302787605,0.7735087037694358,-2.7249012302787605,0.7735087037694358,2.02326110975676,0.7810815552926014,2.02326110975676,0.7810815552926014,1.7645962439353866,0.7592333771068156,1.7645962439353866,0.7592333771068156,2.02326110975676,0.7810815552926014,2.02326110975676,0.7810815552926014,1.7645962439353866,0.7592333771068156,1.7645962439353866,0.7592333771068156,1.7965996036230365,0.7287365326521055,1.7965996036230365,0.7287365326521055,1.6433532293515327,0.707088330314904,1.6433532293515327,0.707088330314904,1.7965996036230365,0.7287365326521055,1.7965996036230365,0.7287365326521055,1.6433532293515327,0.707088330314904,1.6433532293515327,0.707088330314904
