,mjd,rv_all_mean,rv_err_all_mean,rv_selection_mean,rv_err_selection_mean,rv_ccf,rv_ccf_err
0,59333.17013946686,-0.21733389619313925,0.2277479004895047,-0.19971250712888633,0.22844301188520758,-1.006999999999998,0.0
1,59333.17337071987,-0.3182001818511395,0.22786003459468515,-0.3024435446797753,0.22854422613389558,-0.0020000000000024165,0.0
2,59333.17444456786,-0.24817120338321175,0.22789478332046958,-0.20019100435319004,0.22857913741402966,0.6469999999999985,0.0
3,59334.19547661578,2.622996495153858,0.2233761683934155,2.6310198755992893,0.22400944811965753,1.3900000000000001,0.0
4,59334.1987038166,2.104539078092696,0.2228843695550493,2.1153499048981743,0.22352468797246777,2.6679999999999993,0.0
5,59334.19978420574,3.824395403297453,0.22291065228864249,3.849996001506476,0.22354540484256422,2.6460000000000012,0.0
6,59335.19118340777,-1.7495794503889108,0.22426481572653198,-1.7179930438965165,0.22494254838009803,-0.5380000000000038,0.0
7,59335.19334482493,-0.1840626919918602,0.22370005543270513,-0.17614752887664054,0.22436739837158803,-0.15400000000000352,0.0
8,59335.19442713258,-0.6777707042972221,0.22337918815297228,-0.6588861987562673,0.22403779678506774,-0.3000000000000043,0.0
9,59336.25627664568,1.1057809445321887,0.229522974569455,1.111930048987535,0.22996750693452525,-2.158000000000001,0.0
10,59336.2584764729,-1.411121574622733,0.22848509020985247,-1.3902519196287635,0.22894356003388738,-5.4680000000000035,0.0
11,59336.25955288948,-0.4764132107142931,0.22837972566625697,-0.4594091839047607,0.22883102574312897,-4.060000000000002,0.0
12,59337.14290809583,1.3300246202235169,0.23032451612825308,1.2746205690020815,0.23097376880358542,1.417999999999999,0.0
13,59337.14506681448,0.8846084108149697,0.2302132969432725,0.8628712089210602,0.23086863503826277,1.5189999999999981,0.0
14,59337.14614868069,1.241856579172877,0.23004598745904722,1.1841569867950419,0.23070512891131323,1.671999999999997,0.0
15,59338.23649493463,-1.9469284795465018,0.2307487194462617,-1.9637627364405574,0.23127809978562175,-4.094000000000001,0.0
16,59338.23757746953,-2.693930909622903,0.23066452856713812,-2.6926287385731307,0.231200276475449,-4.142000000000003,0.0
17,59338.2397297737,-1.1472902840598316,0.23112370321116454,-1.1815177161634054,0.23165794614544352,-4.091000000000001,0.0
18,59339.15898335863,-1.2855764530272875,0.22996467608128077,-1.3016305066325913,0.23063384723911556,-0.8779999999999999,0.0
19,59339.16006281271,0.29867529145191796,0.22999674711622373,0.26690482038874563,0.23066675527899555,1.504999999999995,0.0
20,59339.1611397187,-0.571196694270208,0.22983658103694246,-0.6173699239114327,0.23051874521780313,2.018000000000001,0.0
21,59340.16023612486,3.4585470203393154,0.2323428418019854,3.454168821985906,0.23299779846299876,5.119999999999997,0.0
22,59340.16240204869,1.3176829943712693,0.23246107461546717,1.322024187239709,0.23313412228008826,1.585999999999998,0.0
23,59340.16456308167,2.951943474335806,0.23279476524679749,2.9554886993275495,0.2334672773550159,4.024999999999999,0.0
24,59341.15273824472,-1.7121991727348256,0.23578522543227348,-1.7289763206831132,0.23642236406282185,-1.4179999999999988,0.0
25,59341.15381978776,-0.5165606914214962,0.23507549935816152,-0.5458592447724087,0.23572517882768046,0.33800000000000097,0.0
26,59341.15490470871,-1.5303918271290424,0.23496547439443796,-1.5455442642122001,0.23561149941652082,-2.491,0.0
27,59343.26267387064,4.464197220982593,0.23431476410513333,4.479191943517037,0.23480258099722465,1.0589999999999975,0.0
28,59343.26848871166,3.892300243785641,0.2352177375656045,3.884210204444983,0.23567216096180496,1.226999999999997,0.0
29,59343.27065351277,4.402117610890315,0.23564224178438808,4.396296450402989,0.23608911017101125,2.113999999999997,0.0
30,59344.19663726257,-0.12526175243354132,0.22152498914609595,-0.14119053097237355,0.22219684729837133,0.7160000000000011,0.0
31,59344.19880969448,-1.2889003560008128,0.22148029466616104,-1.302356201909923,0.2221483553835229,-0.7010000000000005,0.0
32,59344.19989094276,0.004727296572911044,0.2220998300360974,-0.002073484852811447,0.2227647639641592,0.7259999999999991,0.0
33,59345.30275935258,1.62482169682505,0.22985578532456521,1.666297385689468,0.23035933285419022,1.1599999999999961,0.0
34,59345.30491541091,3.1622033677206165,0.22997944590545386,3.239810437060015,0.23048502757311568,2.257999999999995,0.0
35,59345.30923531389,3.1310672379829825,0.2300770892711623,3.214307372982365,0.2306068211171118,3.862999999999999,0.0
36,59346.24284413548,0.22566551521825495,0.22868728729908916,0.22006464670122483,0.22933647898265763,-1.066000000000003,0.0
37,59346.24391609288,-0.025963243162236083,0.22847511373468565,0.012297499021276082,0.22911407312426985,-1.259,0.0
38,59346.24717074677,-0.18273638471603526,0.22868698802396228,-0.19481203824684457,0.2293011460256914,-1.7250000000000019,0.0
39,59347.1812805468,-2.3120967858957737,0.22804568940134068,-2.3193423136791047,0.22871640841314037,-1.6869999999999978,0.0
40,59347.18236197669,-2.202363617669464,0.2281281142781987,-2.2333248154475847,0.22880757525725692,-1.164000000000002,0.0
41,59347.18344141075,-3.067484231935458,0.22778748927178713,-3.087054890277848,0.22847221212495733,-2.578000000000003,0.0
42,59348.17457995375,0.8852793102509029,0.22931859382889538,0.8320021967507003,0.22997389263694,2.198,0.0
43,59348.1756560006,-0.3554082996163732,0.22873567252157093,-0.38426741405913134,0.22938644841971403,0.4819999999999993,0.0
44,59348.17674646292,-0.10002746908745586,0.22896788203873933,-0.12139152004568388,0.22962833828431026,1.683999999999997,0.0
45,59349.16363271463,0.5144602262911402,0.23051779356284294,0.44490700848474773,0.23106763016071027,1.475999999999999,0.0
46,59349.16579103468,0.9536260603943045,0.23047216745853216,0.9164040081254861,0.23105145525127765,2.7149999999999963,0.0
47,59349.16686462981,1.2872792454960251,0.23045132159072093,1.2449660146116628,0.2310432116672235,3.1730000000000023,0.0
48,59350.33185144651,-2.05934519601419,0.24333928476654057,-2.0090827929639055,0.2437938038039083,-3.0350000000000037,0.0
49,59350.33400995049,-1.4261683510641312,0.24344181478914978,-1.3797671850173074,0.24391942849799528,-2.058,0.0
50,59350.33509208074,-1.8927543017791617,0.24363332117994912,-1.8471475991415005,0.24410373502940863,-2.829000000000001,0.0
51,59351.29225056849,2.865577830642705,0.250216481441537,2.838740964363552,0.25070798468402833,0.20700000000000068,0.0
52,59351.29332371566,2.0785629291418335,0.2502386147020411,2.072114715765789,0.25072284686431506,0.9279999999999973,0.0
53,59351.29439682558,0.7158398338557319,0.25034640009506626,0.7031078094403433,0.25081274909506285,-1.027999999999999,0.0
54,59352.32104097351,-0.5702623645356599,0.2558865902247111,-0.5926466262032548,0.25621977161704557,-3.831000000000003,0.0
55,59352.32318513885,0.5346148034680649,0.2557960408447166,0.5482946473493477,0.25612120238271396,-1.5910000000000009,0.0
56,59352.32535178352,-1.0078225761636794,0.2565827579995516,-0.9909023380611579,0.2569140234214355,-3.856000000000002,0.0
57,59353.23897095861,-0.08422040568124345,0.26158512716730953,-0.07398377652517496,0.2621384114403292,-0.480000000000004,0.0
58,59353.24113306867,-1.3388301023820315,0.25887138087438616,-1.3389070832852248,0.259449674435311,-0.5870000000000033,0.0
59,59353.24221149457,-0.23858770688727482,0.25890584238815273,-0.2507657117085671,0.2594731359231078,-0.544000000000004,0.0
60,59355.27277672056,2.545411724010691,0.2533761312625987,2.5428041770150642,0.2539522658812503,0.8729999999999976,0.0
61,59355.27710045779,0.8787364326718166,0.2545789152897333,0.8833321976778947,0.2551432151508515,-0.047000000000004094,0.0
62,59355.28141491579,-0.40029475988075447,0.25320748719811564,-0.3843333471492336,0.2537399857684562,-2.9570000000000007,0.0
63,59356.22724119758,-0.3997589992558108,0.2430353184537849,-0.39204672089896775,0.24366404662189967,-0.4130000000000038,0.0
64,59356.23049547381,-1.0995966027508501,0.24722257566327363,-1.1020499825842975,0.2478671880372093,-0.7749999999999985,0.0
