,mjd,rv_all_mean,rv_err_all_mean,rv_selection_mean,rv_err_selection_mean,rv_ccf,rv_ccf_err
28,59348.95888352485,0.702589231766261,0.44112055766978264,0.8225323773284856,0.44769323613567374,1.648000000000025,157.0
29,59348.97015341462,1.197677318973824,0.44008369761641636,1.229469724980376,0.4468791279186644,0.66700000000003,157.0
30,59351.92533416485,1.5681197588266045,0.4469566847504887,1.6609319438590404,0.45322175780936513,1.552000000000021,154.0
31,59351.92909917466,1.4913134915723774,0.4462766797359129,1.4719683099685597,0.4525623260458729,2.1330000000000378,154.0
32,59351.93286138491,1.8987441526626938,0.44701204514026904,1.959502051857207,0.4533274139103806,2.355999999999995,154.0
33,59352.84004070468,-1.5325642035376248,0.41396197190884,-1.191666948096973,0.4209861162829179,-1.951999999999998,167.0
34,59352.85131453488,-1.8823386583737935,0.4116228471883291,-1.8198638673566379,0.4183812551539191,-1.976999999999975,168.0
35,59352.85506776485,-1.952512059825498,0.4110571979006292,-1.9659178877514663,0.4177394430756605,-3.480000000000018,169.0
36,59354.91303299458,2.2065981871336575,0.4072348134474386,2.242425573690184,0.41310044440548377,3.019999999999982,171.0
37,59354.9205510048,0.9289918731690854,0.40691598883864993,0.9496044578463838,0.4126763079550866,1.769000000000005,171.0
38,59354.9280812349,1.6913806371440145,0.40793350193623246,1.6816203841486583,0.4136712355861492,2.025999999999954,171.0
39,59356.91755964465,2.1240746885034163,0.41126388750722953,2.0941302043836885,0.4171910456087813,3.072000000000003,169.0
40,59356.92895822458,2.239848969740514,0.4121627058457729,2.33857927690687,0.41799172049670785,2.697999999999979,169.0
41,59356.93271212464,3.0482104067022355,0.4120567374082336,3.1337159819290576,0.41790025513969214,4.052000000000021,169.0
42,59357.9746745345,3.738750433702787,0.4060009049202951,3.6916792623490906,0.41190820701065217,4.524000000000001,172.0
43,59357.98219025459,2.9909022108495087,0.40509292768222077,2.8268859211692003,0.4109899353286079,3.023000000000025,172.0
44,59357.98971451491,3.327178003402164,0.4045428898663898,3.312479578937939,0.41055109744455975,2.735000000000014,172.0
45,59358.88906543467,-1.5604343677492203,0.4088405189269847,-1.4027213470196003,0.41531054668487405,-0.2989999999999781,170.0
46,59358.89283711461,-0.8587504770477956,0.40827870290135415,-0.679171805461344,0.4146663921470818,-0.8490000000000464,170.0
47,59358.89659547478,-0.871629503798875,0.4083796779911885,-0.7025760449529628,0.41471537870427233,0.0,170.0
48,59359.8975452245,2.29823060522963,0.4093841748344959,2.360284765024531,0.4158073971433994,1.9470000000000032,171.0
49,59359.90130437489,2.6736069863901015,0.4094690533102031,2.7216286212347853,0.41583926884018935,3.221000000000004,171.0
50,59359.91261411456,2.826528906508546,0.4086281899365666,2.8637499184485904,0.4147403358385081,2.998000000000047,171.0
